agglomeration,Data_year,nombre_pieces_homogene,average_loyer_m2,average_surface,total_nombre_logements,total_nombre_observations
Agglomération CINOR,2017,Maison 4P+,9.516666666666667,111.83333333333333,15278.0,920.0
Agglomération CINOR,2017,Appart 1P,12.833333333333334,27.833333333333332,13244.0,4728.0
Agglomération CINOR,2017,Appart 2P,11.071428571428571,47.0,18473.0,7716.0
Agglomération CINOR,2017,Appart 3P,10.014285714285714,67.71428571428571,17900.0,6520.0
Agglomération CINOR,2017,Appart 4P+,9.314285714285715,91.0,11343.0,2324.0
Agglomération CINOR,2017,Ensemble 1P,12.86,28.0,8569.0,3549.0
Agglomération CINOR,2017,Ensemble 2P,11.049999999999999,47.333333333333336,13129.0,5799.0
Agglomération CINOR,2017,Ensemble 3P,9.933333333333334,70.16666666666667,15130.0,4983.0
Agglomération TCO,2017,Maison 1-3P,10.3,71.0,5967.0,288.0
Agglomération TCO,2017,Ensemble 4P+,10.14,106.2,11886.0,1674.0
Agglomération TCO,2017,Maison 4P+,10.116666666666667,110.16666666666667,14783.0,1228.0
Agglomération TCO,2017,Appart 1P,14.64,31.0,1923.0,728.0
Agglomération TCO,2017,Appart 2P,12.616666666666667,47.0,7560.0,2844.0
Agglomération TCO,2017,Appart 3P,11.200000000000001,67.66666666666667,8196.0,2360.0
Agglomération TCO,2017,Appart 4P+,10.35,90.33333333333333,4603.0,1004.0
Agglomération TCO,2017,Ensemble 1P,14.75,31.0,1174.0,555.0
Agglomération TCO,2017,Ensemble 2P,12.7,47.2,5759.0,2166.0
Agglomération TCO,2017,Ensemble 3P,10.78,70.2,8658.0,1944.0
Agglomération CIVIS,2017,Maison 1-3P,8.7,77.0,6149.0,204.0
Agglomération CIVIS,2017,Ensemble 4P+,8.52,103.6,13454.0,792.0
Agglomération CIVIS,2017,Maison 4P+,8.4,105.0,13322.0,468.0
Agglomération CIVIS,2017,Appart 1P,12.5,30.2,1691.0,808.0
Agglomération CIVIS,2017,Appart 2P,10.716666666666667,48.0,5773.0,1592.0
Agglomération CIVIS,2017,Appart 3P,9.5,67.33333333333333,6614.0,1848.0
Agglomération CIVIS,2017,Appart 4P+,8.4,97.0,3447.0,588.0
Agglomération CIVIS,2017,Ensemble 1P,12.5,30.25,1054.0,606.0
Agglomération CIVIS,2017,Ensemble 2P,10.64,49.4,4471.0,1206.0
Agglomération CIVIS,2017,Ensemble 3P,9.22,72.2,8253.0,1527.0
Agglomération CASUD,2017,Ensemble 4P+,7.2,102.0,11577.0,420.0
Agglomération CASUD,2017,Maison 4P+,7.133333333333333,104.0,12387.0,400.0
Agglomération CASUD,2017,Appart 1P,12.3,27.2,2111.0,660.0
Agglomération CASUD,2017,Appart 2P,9.9,47.0,4159.0,828.0
Agglomération CASUD,2017,Appart 3P,8.92,66.8,3418.0,576.0
Agglomération CASUD,2017,Ensemble 1P,12.3,27.25,1498.0,495.0
Agglomération CASUD,2017,Ensemble 2P,9.92,47.4,3919.0,627.0
Agglomération CASUD,2017,Ensemble 3P,8.379999999999999,72.6,6121.0,492.0
Agglomération CIREST,2017,Ensemble 4P+,8.05,98.75,7072.0,453.0
Agglomération CIREST,2017,Maison 4P+,7.925,103.0,10301.0,344.0
Agglomération CIREST,2017,Appart 2P,10.34,48.4,2304.0,732.0
Agglomération CIREST,2017,Appart 3P,9.32,66.2,3259.0,776.0
Agglomération CIREST,2017,Appart 4P+,8.4,84.0,1949.0,260.0
Agglomération CIREST,2017,Ensemble 2P,10.3,48.5,1974.0,549.0
Agglomération CIREST,2017,Ensemble 3P,8.35,74.25,3720.0,660.0
Agglomération de Nice-Menton,2018,Maison 1-3P,13.149999999999999,62.5,14632.0,2128.0
Agglomération de Nice-Menton,2018,Ensemble 4P+,11.204347826086956,94.30434782608695,73267.0,15522.0
Agglomération de Nice-Menton,2018,Maison 4P+,11.6,106.5,11547.0,3912.0
Agglomération de Nice-Menton,2018,Appart 1P,17.2,28.555555555555557,160051.0,52928.0
Agglomération de Nice-Menton,2018,Appart 2P,14.255555555555555,45.51851851851852,291772.0,86968.0
Agglomération de Nice-Menton,2018,Appart 3P,12.337037037037037,66.92592592592592,219923.0,58144.0
Agglomération de Nice-Menton,2018,Appart 4P+,11.107999999999999,91.32,73495.0,16784.0
Agglomération de Nice-Menton,2018,Ensemble 1P,17.216666666666665,28.5,108857.0,39750.0
Agglomération de Nice-Menton,2018,Ensemble 2P,14.304166666666667,45.458333333333336,204853.0,65616.0
Agglomération de Nice-Menton,2018,Ensemble 3P,12.366666666666667,67.04166666666667,165143.0,44760.0
Agglomération d'Aix-Marseille,2018,Maison 1-3P,11.157692307692308,67.38461538461539,86034.0,5350.0
Agglomération d'Aix-Marseille,2018,Ensemble 4P+,10.691666666666668,96.16666666666667,187920.0,22446.0
Agglomération d'Aix-Marseille,2018,Maison 4P+,11.06388888888889,106.91666666666667,101422.0,9480.0
Agglomération d'Aix-Marseille,2018,Appart 1P,16.207272727272727,27.945454545454545,170270.0,38890.0
Agglomération d'Aix-Marseille,2018,Appart 2P,13.680701754385964,43.526315789473685,360910.0,77310.0
Agglomération d'Aix-Marseille,2018,Appart 3P,11.424561403508772,65.87719298245614,365280.0,69600.0
Agglomération d'Aix-Marseille,2018,Appart 4P+,10.462745098039216,88.86274509803921,180458.0,27930.0
Agglomération d'Aix-Marseille,2018,Ensemble 1P,16.120833333333334,28.083333333333332,116712.0,23358.0
Agglomération d'Aix-Marseille,2018,Ensemble 2P,13.666666666666666,43.375,259550.0,47118.0
Agglomération d'Aix-Marseille,2018,Ensemble 3P,11.299999999999999,67.20833333333333,280368.0,44214.0
Agglomération d'Arles,2018,Maison 1-3P,10.166666666666666,61.666666666666664,7460.0,920.0
Agglomération d'Arles,2018,Ensemble 4P+,8.042857142857143,96.85714285714286,10800.0,2034.0
Agglomération d'Arles,2018,Maison 4P+,8.066666666666666,104.33333333333333,7276.0,1300.0
Agglomération d'Arles,2018,Appart 1P,12.383333333333333,29.333333333333332,3762.0,2080.0
Agglomération d'Arles,2018,Appart 2P,11.184615384615386,46.23076923076923,11190.0,4850.0
Agglomération d'Arles,2018,Appart 3P,9.05,68.78571428571429,11392.0,4810.0
Agglomération d'Arles,2018,Appart 4P+,7.6000000000000005,86.16666666666667,5262.0,2090.0
Agglomération d'Arles,2018,Ensemble 1P,12.4,29.5,2450.0,1248.0
Agglomération d'Arles,2018,Ensemble 2P,11.475,47.25,9806.0,3024.0
Agglomération d'Arles,2018,Ensemble 3P,9.2625,69.25,12372.0,3324.0
Agglomération de La Rochelle,2018,Maison 1-3P,11.055555555555555,61.22222222222222,7931.0,1136.0
Agglomération de La Rochelle,2018,Ensemble 4P+,9.678947368421053,94.73684210526316,14353.0,2700.0
Agglomération de La Rochelle,2018,Maison 4P+,9.661111111111111,100.5,15371.0,2544.0
Agglomération de La Rochelle,2018,Appart 1P,15.364285714285714,26.857142857142858,14176.0,3792.0
Agglomération de La Rochelle,2018,Appart 2P,12.29090909090909,43.27272727272727,29497.0,7200.0
Agglomération de La Rochelle,2018,Appart 3P,10.563157894736841,65.10526315789474,15220.0,4024.0
Agglomération de La Rochelle,2018,Appart 4P+,9.642857142857142,80.57142857142857,3830.0,1056.0
Agglomération de La Rochelle,2018,Ensemble 1P,15.366666666666667,26.916666666666668,9208.0,2856.0
Agglomération de La Rochelle,2018,Ensemble 2P,12.34736842105263,43.10526315789474,21088.0,5562.0
Agglomération de La Rochelle,2018,Ensemble 3P,10.528571428571428,65.85714285714286,15988.0,3696.0
Agglomération de Besançon,2018,Ensemble 4P+,7.6875,90.5,18580.0,5298.0
Agglomération de Besançon,2018,Maison 4P+,7.866666666666667,108.0,2312.0,660.0
Agglomération de Besançon,2018,Appart 1P,12.44,28.933333333333334,22028.0,8940.0
Agglomération de Besançon,2018,Appart 2P,9.858823529411765,46.1764705882353,39444.0,11820.0
Agglomération de Besançon,2018,Appart 3P,8.4,66.82352941176471,30932.0,10590.0
Agglomération de Besançon,2018,Appart 4P+,7.5600000000000005,87.73333333333333,24402.0,8170.0
Agglomération de Besançon,2018,Ensemble 1P,12.2875,29.125,14788.0,5364.0
Agglomération de Besançon,2018,Ensemble 2P,9.9,46.25,26584.0,7104.0
Agglomération de Besançon,2018,Ensemble 3P,8.35,67.0,21064.0,6378.0
Agglomération de Montbéliard,2018,Ensemble 4P+,6.32,101.2,5172.0,1890.0
Agglomération de Montbéliard,2018,Maison 4P+,6.6,118.0,3748.0,464.0
Agglomération de Montbéliard,2018,Appart 3P,7.283333333333334,69.16666666666667,8660.0,2704.0
Agglomération de Montbéliard,2018,Appart 4P+,6.1,92.2,6596.0,2056.0
Agglomération de Montbéliard,2018,Ensemble 1P,10.9,30.0,858.0,594.0
Agglomération de Montbéliard,2018,Ensemble 2P,8.5,48.0,3514.0,1566.0
Agglomération de Montbéliard,2018,Ensemble 3P,7.24,69.0,4906.0,2064.0
Agglomération de Valence-Romans,2018,Maison 1-3P,8.4,62.666666666666664,10624.0,710.0
Agglomération de Valence-Romans,2018,Ensemble 4P+,7.225,96.0,48090.0,7932.0
Agglomération de Valence-Romans,2018,Maison 4P+,7.2555555555555555,104.33333333333333,32252.0,3430.0
Agglomération de Valence-Romans,2018,Appart 1P,10.966666666666667,29.666666666666668,10002.0,3780.0
Agglomération de Valence-Romans,2018,Appart 2P,9.327777777777778,47.22222222222222,38888.0,11230.0
Agglomération de Valence-Romans,2018,Appart 3P,7.933333333333334,66.83333333333333,53034.0,13630.0
Agglomération de Valence-Romans,2018,Appart 4P+,7.08,87.13333333333334,34830.0,9790.0
Agglomération de Valence-Romans,2018,Ensemble 1P,10.883333333333333,30.0,6632.0,2268.0
Agglomération de Valence-Romans,2018,Ensemble 2P,9.2375,47.5,27650.0,6858.0
Agglomération de Valence-Romans,2018,Ensemble 3P,7.95,66.75,41760.0,8484.0
Agglomération de Montélimar,2018,Ensemble 4P+,7.166666666666667,100.83333333333333,13286.0,1566.0
Agglomération de Montélimar,2018,Appart 1P,11.5,29.0,1762.0,500.0
Agglomération de Montélimar,2018,Appart 2P,9.6,44.25,11294.0,2950.0
Agglomération de Montélimar,2018,Appart 3P,8.11111111111111,65.77777777777777,12758.0,3010.0
Agglomération de Montélimar,2018,Appart 4P+,7.142857142857143,91.57142857142857,8316.0,2250.0
Agglomération de Montélimar,2018,Ensemble 1P,11.5,29.0,958.0,300.0
Agglomération de Montélimar,2018,Ensemble 2P,9.34,45.0,7258.0,1782.0
Agglomération de Montélimar,2018,Ensemble 3P,8.266666666666666,66.16666666666667,10016.0,1878.0
Agglomération de Brest,2018,Maison 1-3P,8.9,62.0,1318.0,520.0
Agglomération de Brest,2018,Ensemble 4P+,7.077777777777778,93.16666666666667,28014.0,4980.0
Agglomération de Brest,2018,Maison 4P+,7.366666666666667,102.16666666666667,12734.0,2420.0
Agglomération de Brest,2018,Appart 1P,12.443333333333333,25.133333333333333,24420.0,8270.0
Agglomération de Brest,2018,Appart 2P,9.33421052631579,42.473684210526315,50120.0,12320.0
Agglomération de Brest,2018,Appart 3P,7.883870967741935,63.38709677419355,39280.0,10200.0
Agglomération de Brest,2018,Appart 4P+,6.721052631578948,83.10526315789474,24624.0,5880.0
Agglomération de Brest,2018,Ensemble 1P,12.450000000000001,25.0,16256.0,4968.0
Agglomération de Brest,2018,Ensemble 2P,9.30625,42.4375,34070.0,7452.0
Agglomération de Brest,2018,Ensemble 3P,8.025,63.1875,28030.0,6366.0
Agglomération d'Ajaccio,2018,Ensemble 4P+,9.516666666666667,94.66666666666667,11290.0,2280.0
Agglomération d'Ajaccio,2018,Appart 1P,14.375,30.0,3190.0,1408.0
Agglomération d'Ajaccio,2018,Appart 2P,12.566666666666666,48.44444444444444,15392.0,3936.0
Agglomération d'Ajaccio,2018,Appart 3P,10.2125,70.5,23326.0,4712.0
Agglomération d'Ajaccio,2018,Appart 4P+,8.983333333333333,93.5,14832.0,2792.0
Agglomération d'Ajaccio,2018,Ensemble 1P,14.333333333333334,30.0,1908.0,1056.0
Agglomération d'Ajaccio,2018,Ensemble 2P,12.7,47.875,10890.0,3018.0
Agglomération d'Ajaccio,2018,Ensemble 3P,10.314285714285715,70.85714285714286,16566.0,3684.0
Agglomération de Nîmes,2018,Maison 1-3P,9.2,65.6,13375.0,1720.0
Agglomération de Nîmes,2018,Ensemble 4P+,8.2875,94.875,39880.0,6468.0
Agglomération de Nîmes,2018,Maison 4P+,8.488888888888889,103.55555555555556,33767.0,3504.0
Agglomération de Nîmes,2018,Appart 1P,12.044444444444444,29.0,21379.0,5464.0
Agglomération de Nîmes,2018,Appart 2P,10.255555555555555,45.22222222222222,56521.0,14688.0
Agglomération de Nîmes,2018,Appart 3P,8.777777777777779,65.77777777777777,49083.0,11584.0
Agglomération de Nîmes,2018,Appart 4P+,7.933333333333334,85.44444444444444,26053.0,5120.0
Agglomération de Nîmes,2018,Ensemble 1P,12.125,29.375,14695.0,4128.0
Agglomération de Nîmes,2018,Ensemble 2P,10.2375,45.75,40283.0,11250.0
Agglomération de Nîmes,2018,Ensemble 3P,8.85,67.0,40287.0,9714.0
Agglomération de Toulouse,2018,Maison 1-3P,9.96923076923077,66.07692307692308,29089.0,3488.0
Agglomération de Toulouse,2018,Ensemble 4P+,8.804761904761905,98.85714285714286,142670.0,15120.0
Agglomération de Toulouse,2018,Maison 4P+,8.884615384615385,104.26923076923077,114933.0,9936.0
Agglomération de Toulouse,2018,Appart 1P,14.041666666666666,28.416666666666668,146760.0,24448.0
Agglomération de Toulouse,2018,Appart 2P,11.188461538461537,44.46153846153846,303286.0,49584.0
Agglomération de Toulouse,2018,Appart 3P,9.565384615384614,65.65384615384616,237137.0,39856.0
Agglomération de Toulouse,2018,Appart 4P+,8.879166666666666,92.25,96626.0,10224.0
Agglomération de Toulouse,2018,Ensemble 1P,14.06111111111111,28.38888888888889,98192.0,18384.0
Agglomération de Toulouse,2018,Ensemble 2P,11.25,44.35,206868.0,37488.0
Agglomération de Toulouse,2018,Ensemble 3P,9.538095238095238,66.9047619047619,176446.0,32160.0
Agglomération de Bordeaux,2018,Maison 1-3P,10.4,67.57142857142857,16844.0,3054.0
Agglomération de Bordeaux,2018,Ensemble 4P+,9.354166666666666,100.79166666666667,57385.0,10152.0
Agglomération de Bordeaux,2018,Maison 4P+,9.176190476190476,106.85714285714286,23404.0,4914.0
Agglomération de Bordeaux,2018,Appart 1P,15.038461538461538,28.307692307692307,91208.0,6762.0
Agglomération de Bordeaux,2018,Appart 2P,11.93,45.166666666666664,118128.0,28056.0
Agglomération de Bordeaux,2018,Appart 3P,10.40967741935484,67.03225806451613,73870.0,20316.0
Agglomération de Bordeaux,2018,Appart 4P+,9.325,91.6875,33980.0,5238.0
Agglomération de Bordeaux,2018,Ensemble 1P,15.142857142857142,28.047619047619047,89701.0,6828.0
Agglomération de Bordeaux,2018,Ensemble 2P,11.737499999999999,45.416666666666664,123269.0,28566.0
Agglomération de Bordeaux,2018,Ensemble 3P,10.304166666666667,68.54166666666667,84627.0,22794.0
Agglomération de Teste-de-Buch-Arcachon,2018,Maison 1-3P,10.3,65.6,12896.0,2514.0
Agglomération de Teste-de-Buch-Arcachon,2018,Ensemble 4P+,9.700000000000001,92.0,19116.0,3792.0
Agglomération de Teste-de-Buch-Arcachon,2018,Maison 4P+,9.82,93.2,17420.0,2988.0
Agglomération de Teste-de-Buch-Arcachon,2018,Appart 1P,13.6,30.666666666666668,2264.0,906.0
Agglomération de Teste-de-Buch-Arcachon,2018,Appart 2P,11.299999999999999,44.5,10804.0,6456.0
Agglomération de Teste-de-Buch-Arcachon,2018,Appart 3P,10.083333333333334,66.83333333333333,8912.0,3906.0
Agglomération de Teste-de-Buch-Arcachon,2018,Appart 4P+,9.1,89.0,2504.0,804.0
Agglomération de Teste-de-Buch-Arcachon,2018,Ensemble 1P,13.875,31.0,1458.0,912.0
Agglomération de Teste-de-Buch-Arcachon,2018,Ensemble 2P,11.525,45.25,13662.0,6930.0
Agglomération de Teste-de-Buch-Arcachon,2018,Ensemble 3P,9.975,69.125,18752.0,5940.0
Agglomération de Montpellier,2018,Maison 1-3P,10.866666666666667,64.33333333333333,10162.0,1120.0
Agglomération de Montpellier,2018,Ensemble 4P+,9.461904761904762,100.19047619047619,60081.0,7818.0
Agglomération de Montpellier,2018,Maison 4P+,9.672222222222222,108.33333333333333,36096.0,3616.0
Agglomération de Montpellier,2018,Appart 1P,15.984000000000002,26.0,102556.0,22928.0
Agglomération de Montpellier,2018,Appart 2P,12.988461538461538,43.11538461538461,153433.0,37912.0
Agglomération de Montpellier,2018,Appart 3P,10.665384615384616,66.61538461538461,104104.0,21648.0
Agglomération de Montpellier,2018,Appart 4P+,9.369565217391305,93.82608695652173,49512.0,6808.0
Agglomération de Montpellier,2018,Ensemble 1P,16.04736842105263,25.842105263157894,69064.0,17220.0
Agglomération de Montpellier,2018,Ensemble 2P,12.86,43.65,104866.0,28536.0
Agglomération de Montpellier,2018,Ensemble 3P,10.619047619047619,66.71428571428571,78411.0,16950.0
Agglomération de Sète,2018,Maison 1-3P,10.133333333333333,65.33333333333333,6364.0,888.0
Agglomération de Sète,2018,Ensemble 4P+,9.214285714285714,96.57142857142857,16406.0,3396.0
Agglomération de Sète,2018,Maison 4P+,9.983333333333333,99.5,12238.0,2208.0
Agglomération de Sète,2018,Appart 1P,13.2,27.0,4096.0,1248.0
Agglomération de Sète,2018,Appart 2P,11.399999999999999,43.44444444444444,29484.0,7760.0
Agglomération de Sète,2018,Appart 3P,9.777777777777779,64.33333333333333,27458.0,7008.0
Agglomération de Sète,2018,Appart 4P+,8.3,93.71428571428571,9972.0,2320.0
Agglomération de Sète,2018,Ensemble 1P,13.200000000000001,27.0,2384.0,954.0
Agglomération de Sète,2018,Ensemble 2P,11.428571428571429,43.42857142857143,21164.0,5928.0
Agglomération de Sète,2018,Ensemble 3P,9.87142857142857,65.0,22992.0,5796.0
Agglomération de Rennes,2018,Maison 1-3P,9.149999999999999,62.0,5428.0,928.0
Agglomération de Rennes,2018,Ensemble 4P+,8.642857142857142,99.71428571428571,51027.0,15954.0
Agglomération de Rennes,2018,Maison 4P+,8.424999999999999,115.25,23128.0,8432.0
Agglomération de Rennes,2018,Appart 1P,14.220833333333333,26.291666666666668,68669.0,19504.0
Agglomération de Rennes,2018,Appart 2P,10.95,43.61538461538461,107774.0,35544.0
Agglomération de Rennes,2018,Appart 3P,9.34,64.28,85735.0,29392.0
Agglomération de Rennes,2018,Appart 4P+,8.870833333333334,87.16666666666667,41431.0,12840.0
Agglomération de Rennes,2018,Ensemble 1P,14.266666666666667,26.27777777777778,45965.0,14688.0
Agglomération de Rennes,2018,Ensemble 2P,11.0,43.6,73449.0,26772.0
Agglomération de Rennes,2018,Ensemble 3P,9.295238095238094,64.61904761904762,61776.0,22566.0
Agglomération de Vitré,2018,Maison 1-3P,7.1,68.0,6390.0,976.0
Agglomération de Vitré,2018,Ensemble 4P+,5.966666666666666,102.0,12716.0,2472.0
Agglomération de Vitré,2018,Maison 4P+,5.933333333333334,105.0,16776.0,2888.0
Agglomération de Vitré,2018,Appart 2P,8.25,46.166666666666664,7042.0,1808.0
Agglomération de Vitré,2018,Appart 3P,7.1,66.4,6000.0,1280.0
Agglomération de Vitré,2018,Appart 4P+,6.1,85.0,2298.0,408.0
Agglomération de Vitré,2018,Ensemble 1P,9.5,33.0,766.0,318.0
Agglomération de Vitré,2018,Ensemble 2P,8.35,46.25,5704.0,1488.0
Agglomération de Vitré,2018,Ensemble 3P,6.933333333333334,69.33333333333333,7192.0,1530.0
Agglomération de Tours,2018,Maison 1-3P,10.42,59.4,8136.0,1590.0
Agglomération de Tours,2018,Ensemble 4P+,8.325000000000001,98.375,33950.0,6078.0
Agglomération de Tours,2018,Maison 4P+,8.545454545454545,105.27272727272727,25358.0,4590.0
Agglomération de Tours,2018,Appart 1P,12.663157894736841,27.05263157894737,44076.0,15630.0
Agglomération de Tours,2018,Appart 2P,10.447368421052632,44.68421052631579,68346.0,24590.0
Agglomération de Tours,2018,Appart 3P,9.222222222222221,65.11111111111111,47792.0,15770.0
Agglomération de Tours,2018,Appart 4P+,8.15,91.92857142857143,23988.0,5540.0
Agglomération de Tours,2018,Ensemble 1P,12.6375,27.0,29668.0,9408.0
Agglomération de Tours,2018,Ensemble 2P,10.475,44.875,47450.0,14898.0
Agglomération de Tours,2018,Ensemble 3P,9.275,65.375,36312.0,10242.0
Agglomération de Grenoble,2018,Maison 1-3P,10.9375,57.625,6224.0,1360.0
Agglomération de Grenoble,2018,Ensemble 4P+,9.612499999999999,93.5,61921.0,14982.0
Agglomération de Grenoble,2018,Maison 4P+,9.259090909090908,112.77272727272727,21666.0,4030.0
Agglomération de Grenoble,2018,Appart 1P,14.27962962962963,28.444444444444443,51751.0,28980.0
Agglomération de Grenoble,2018,Appart 2P,11.842105263157896,45.94736842105263,95134.0,34780.0
Agglomération de Grenoble,2018,Appart 3P,10.253703703703705,65.85185185185185,100135.0,33970.0
Agglomération de Grenoble,2018,Appart 4P+,9.543750000000001,89.64583333333333,69681.0,20940.0
Agglomération de Grenoble,2018,Ensemble 1P,14.208333333333334,28.625,34915.0,17502.0
Agglomération de Grenoble,2018,Ensemble 2P,11.7875,46.083333333333336,65156.0,21054.0
Agglomération de Grenoble,2018,Ensemble 3P,10.245833333333334,65.95833333333333,70587.0,20898.0
Sud Loire - proche Haute-Loire,2018,Maison 1-3P,6.866666666666667,72.66666666666667,13960.0,2560.0
Sud Loire - proche Haute-Loire,2018,Ensemble 4P+,6.463157894736842,99.73684210526316,87415.0,11214.0
Sud Loire - proche Haute-Loire,2018,Maison 4P+,6.6000000000000005,107.0,36690.0,4528.0
Sud Loire - proche Haute-Loire,2018,Appart 1P,8.678947368421053,33.94736842105263,19623.0,5632.0
Sud Loire - proche Haute-Loire,2018,Appart 2P,7.972,48.96,86488.0,14592.0
Sud Loire - proche Haute-Loire,2018,Appart 3P,7.026923076923078,69.15384615384616,115885.0,16920.0
Sud Loire - proche Haute-Loire,2018,Appart 4P+,6.176190476190476,94.04761904761905,71608.0,10424.0
Sud Loire - proche Haute-Loire,2018,Ensemble 1P,8.776923076923076,33.46153846153846,12794.0,4314.0
Sud Loire - proche Haute-Loire,2018,Ensemble 2P,8.09,49.2,60831.0,11424.0
Sud Loire - proche Haute-Loire,2018,Ensemble 3P,7.084999999999999,69.75,88394.0,14040.0
Agglomération de Nantes,2018,Maison 1-3P,9.822222222222223,63.666666666666664,14100.0,1710.0
Agglomération de Nantes,2018,Ensemble 4P+,9.366666666666667,96.79166666666667,59513.0,7488.0
Agglomération de Nantes,2018,Maison 4P+,9.242307692307692,103.65384615384616,39717.0,4790.0
Agglomération de Nantes,2018,Appart 1P,13.864444444444445,27.555555555555557,78540.0,22000.0
Agglomération de Nantes,2018,Appart 2P,11.399999999999999,44.25,161716.0,53490.0
Agglomération de Nantes,2018,Appart 3P,9.872549019607844,64.72549019607843,102239.0,36980.0
Agglomération de Nantes,2018,Appart 4P+,9.43157894736842,90.15789473684211,44784.0,7690.0
Agglomération de Nantes,2018,Ensemble 1P,13.819999999999999,27.65,52717.0,13242.0
Agglomération de Nantes,2018,Ensemble 2P,11.308333333333332,44.375,111844.0,32310.0
Agglomération de Nantes,2018,Ensemble 3P,9.804166666666667,65.33333333333333,76735.0,22956.0
Agglomération de Nancy,2018,Ensemble 4P+,7.430434782608696,101.21739130434783,38016.0,8562.0
Agglomération de Nancy,2018,Maison 4P+,7.378571428571428,112.64285714285714,13643.0,2392.0
Agglomération de Nancy,2018,Appart 1P,11.726086956521739,30.565217391304348,53256.0,9864.0
Agglomération de Nancy,2018,Appart 2P,9.596296296296297,47.48148148148148,85542.0,20016.0
Agglomération de Nancy,2018,Appart 3P,8.203703703703704,68.18518518518519,69149.0,17520.0
Agglomération de Nancy,2018,Appart 4P+,7.220833333333334,94.20833333333333,40054.0,9024.0
Agglomération de Nancy,2018,Ensemble 1P,11.735,30.55,35182.0,7398.0
Agglomération de Nancy,2018,Ensemble 2P,9.591666666666667,47.583333333333336,57737.0,15072.0
Agglomération de Nancy,2018,Ensemble 3P,8.229166666666666,68.16666666666667,48270.0,13344.0
Golfe du Morbihan - Vannes Agglomération,2018,Maison 1-3P,9.066666666666666,65.33333333333333,5604.0,888.0
Golfe du Morbihan - Vannes Agglomération,2018,Ensemble 4P+,7.428571428571429,102.42857142857143,21982.0,4206.0
Golfe du Morbihan - Vannes Agglomération,2018,Maison 4P+,7.442857142857143,107.0,26738.0,3640.0
Golfe du Morbihan - Vannes Agglomération,2018,Appart 1P,11.714285714285714,27.285714285714285,10708.0,2464.0
Golfe du Morbihan - Vannes Agglomération,2018,Appart 2P,9.4125,45.0,27326.0,6864.0
Golfe du Morbihan - Vannes Agglomération,2018,Appart 3P,8.325,64.25,19896.0,5168.0
Golfe du Morbihan - Vannes Agglomération,2018,Appart 4P+,7.928571428571429,88.28571428571429,5650.0,1968.0
Golfe du Morbihan - Vannes Agglomération,2018,Ensemble 1P,11.683333333333332,27.5,6954.0,1854.0
Golfe du Morbihan - Vannes Agglomération,2018,Ensemble 2P,9.385714285714286,45.0,18896.0,5244.0
Golfe du Morbihan - Vannes Agglomération,2018,Ensemble 3P,8.557142857142857,65.28571428571429,17314.0,4440.0
Lorient Agglomération,2018,Maison 1-3P,8.666666666666666,59.333333333333336,6840.0,608.0
Lorient Agglomération,2018,Ensemble 4P+,7.514285714285714,97.42857142857143,24022.0,2802.0
Lorient Agglomération,2018,Maison 4P+,7.557142857142857,105.71428571428571,22330.0,2264.0
Lorient Agglomération,2018,Appart 1P,11.6,28.75,6488.0,1152.0
Lorient Agglomération,2018,Appart 2P,9.788888888888888,44.77777777777778,29432.0,3880.0
Lorient Agglomération,2018,Appart 3P,8.2875,63.875,27670.0,3704.0
Lorient Agglomération,2018,Appart 4P+,7.3500000000000005,83.16666666666667,11900.0,1472.0
Lorient Agglomération,2018,Ensemble 1P,11.666666666666666,28.666666666666668,3342.0,876.0
Lorient Agglomération,2018,Ensemble 2P,9.6625,45.25,21156.0,3048.0
Lorient Agglomération,2018,Ensemble 3P,8.2875,64.0,23912.0,3084.0
Auray Quiberon Terre Atlantique,2018,Maison 1-3P,8.066666666666666,70.33333333333333,4388.0,824.0
Auray Quiberon Terre Atlantique,2018,Ensemble 4P+,7.38,97.8,9914.0,1950.0
Auray Quiberon Terre Atlantique,2018,Maison 4P+,7.3,101.33333333333333,13776.0,2064.0
Auray Quiberon Terre Atlantique,2018,Appart 2P,9.728571428571428,44.714285714285715,9344.0,1992.0
Auray Quiberon Terre Atlantique,2018,Appart 3P,8.216666666666667,63.166666666666664,7316.0,1904.0
Auray Quiberon Terre Atlantique,2018,Appart 4P+,7.6,80.0,2028.0,536.0
Auray Quiberon Terre Atlantique,2018,Ensemble 2P,9.566666666666666,45.666666666666664,6528.0,1626.0
Auray Quiberon Terre Atlantique,2018,Ensemble 3P,8.083333333333334,66.16666666666667,7644.0,1908.0
Agglomération de Lille,2018,Maison 1-3P,9.7625,63.25,24616.0,2592.0
Agglomération de Lille,2018,Ensemble 4P+,9.066666666666666,95.33333333333333,64944.0,5164.0
Agglomération de Lille,2018,Maison 4P+,8.6625,100.375,88960.0,7144.0
Agglomération de Lille,2018,Appart 1P,15.055555555555555,27.22222222222222,73668.0,10936.0
Agglomération de Lille,2018,Appart 2P,12.2,43.888888888888886,128680.0,20824.0
Agglomération de Lille,2018,Appart 3P,10.366666666666667,65.66666666666667,82050.0,13128.0
Agglomération de Lille,2018,Appart 4P+,9.233333333333333,90.11111111111111,40930.0,3184.0
Agglomération de Lille,2018,Ensemble 1P,15.033333333333335,27.444444444444443,37506.0,5500.0
Agglomération de Lille,2018,Ensemble 2P,12.133333333333333,44.0,67596.0,10652.0
