agglomeration,Data_year,nombre_pieces_homogene,average_loyer_m2,average_surface,total_nombre_logements,total_nombre_observations
Agglomération parisienne,2019,Ensemble 4P+,17.59333333333333,97.06666666666666,0.0,7892.0
Paris intra-muros,2019,Appart 1P,26.983333333333334,26.0,0.0,4023.0
Paris intra-muros,2019,Appart 2P,23.71666666666667,43.333333333333336,0.0,5241.0
Paris intra-muros,2019,Appart 3P,22.266666666666666,63.833333333333336,0.0,3087.0
Paris intra-muros,2019,Appart 4P+,22.150000000000002,103.16666666666667,0.0,2258.0
Paris intra-muros,2019,Ensemble 1P,27.02,26.0,0.0,2717.0
Paris intra-muros,2019,Ensemble 2P,23.740000000000002,43.4,0.0,3545.0
Paris intra-muros,2019,Ensemble 3P,22.3,64.0,0.0,2075.0
Paris intra-muros,2019,Ensemble 4P+,22.2,102.8,0.0,1531.0
Agglomération parisienne (hors Paris),2019,Maison 1-3P,15.0,57.0,0.0,166.0
Agglomération parisienne (hors Paris),2019,Maison 4P+,13.7,108.0,0.0,261.0
Agglomération parisienne (hors Paris),2019,Appart 1P,20.733333333333334,27.166666666666668,0.0,4114.0
Agglomération parisienne (hors Paris),2019,Appart 2P,17.099999999999998,43.0,0.0,7730.0
Agglomération parisienne (hors Paris),2019,Appart 3P,14.766666666666666,62.166666666666664,0.0,6158.0
Agglomération parisienne (hors Paris),2019,Appart 4P+,13.966666666666667,85.16666666666667,0.0,2957.0
Agglomération parisienne (hors Paris),2019,Ensemble 1P,20.8,27.0,0.0,2729.0
Agglomération parisienne (hors Paris),2019,Ensemble 2P,17.1,43.0,0.0,5156.0
Agglomération parisienne (hors Paris),2019,Ensemble 3P,14.8,62.0,0.0,4215.0
Agglomération parisienne (hors Paris),2019,Ensemble 4P+,14.0,92.4,0.0,2415.0
Agglomération de Toulon,2019,Maison 1-3P,11.257142857142856,63.57142857142857,21402.0,1158.0
Agglomération de Toulon,2019,Ensemble 4P+,9.977272727272727,91.77272727272727,70201.0,10476.0
Agglomération de Toulon,2019,Maison 4P+,10.42,102.6,27220.0,2070.0
Agglomération de Toulon,2019,Appart 1P,15.133333333333333,28.166666666666668,35246.0,6552.0
Agglomération de Toulon,2019,Appart 2P,11.766666666666666,45.25,90438.0,17484.0
Agglomération de Toulon,2019,Appart 3P,10.541666666666666,64.25,96592.0,17184.0
Agglomération de Toulon,2019,Appart 4P+,9.608333333333333,83.66666666666667,43528.0,8406.0
Agglomération de Toulon,2019,Ensemble 1P,15.104347826086956,28.304347826086957,36107.0,6582.0
Agglomération de Toulon,2019,Ensemble 2P,11.791666666666666,45.375,97722.0,17838.0
Agglomération de Toulon,2019,Ensemble 3P,10.695833333333333,64.375,112572.0,17958.0
Agglomération de Draguignan,2019,Ensemble 4P+,9.350000000000001,94.0,2922.0,226.0
Agglomération de Draguignan,2019,Appart 2P,10.666666666666666,49.666666666666664,5588.0,459.0
Agglomération de Draguignan,2019,Appart 3P,9.5,64.0,5342.0,465.0
Agglomération de Draguignan,2019,Appart 4P+,9.233333333333333,87.0,2250.0,237.0
Agglomération de Draguignan,2019,Ensemble 2P,10.8,50.5,3082.0,310.0
Agglomération de Draguignan,2019,Ensemble 3P,9.55,65.0,3369.0,336.0
Agglomération de Fréjus,2019,Maison 1-3P,12.066666666666668,57.666666666666664,2226.0,309.0
Agglomération de Fréjus,2019,Ensemble 4P+,10.766666666666666,86.0,2485.0,826.0
Agglomération de Fréjus,2019,Maison 4P+,10.200000000000001,93.33333333333333,2064.0,471.0
Agglomération de Fréjus,2019,Appart 1P,14.85,29.0,3108.0,741.0
Agglomération de Fréjus,2019,Appart 2P,13.05,47.0,8482.0,2514.0
Agglomération de Fréjus,2019,Appart 3P,10.775,63.5,8324.0,2409.0
Agglomération de Fréjus,2019,Appart 4P+,10.6,79.66666666666667,2906.0,768.0
Agglomération de Fréjus,2019,Ensemble 1P,14.6,29.666666666666668,1604.0,504.0
Agglomération de Fréjus,2019,Ensemble 2P,13.133333333333333,46.666666666666664,4593.0,1716.0
Agglomération de Fréjus,2019,Ensemble 3P,10.933333333333332,64.66666666666667,4873.0,1762.0
La Roche-sur-Yon Agglomération,2019,Maison 1-3P,8.0,68.0,2524.0,506.0
La Roche-sur-Yon Agglomération,2019,Ensemble 4P+,6.9,97.0,3069.0,504.0
La Roche-sur-Yon Agglomération,2019,Maison 4P+,6.9,99.0,5104.0,798.0
La Roche-sur-Yon Agglomération,2019,Appart 1P,11.9,27.0,2452.0,884.0
La Roche-sur-Yon Agglomération,2019,Appart 2P,9.2,44.0,4112.0,2014.0
La Roche-sur-Yon Agglomération,2019,Appart 3P,7.6,67.0,2506.0,1032.0
La Roche-sur-Yon Agglomération,2019,Appart 4P+,6.7,89.0,1036.0,210.0
La Roche-sur-Yon Agglomération,2019,Ensemble 1P,12.0,27.0,1270.0,467.0
La Roche-sur-Yon Agglomération,2019,Ensemble 2P,9.2,44.0,2313.0,1040.0
La Roche-sur-Yon Agglomération,2019,Ensemble 3P,7.6,70.0,2214.0,711.0
Les Sables d'Olonne Agglomération,2019,Maison 1-3P,9.3,62.0,2514.0,546.0
Les Sables d'Olonne Agglomération,2019,Ensemble 4P+,8.1,96.0,1843.0,375.0
Les Sables d'Olonne Agglomération,2019,Maison 4P+,8.1,96.0,3306.0,654.0
Les Sables d'Olonne Agglomération,2019,Appart 1P,13.3,28.0,624.0,258.0
Les Sables d'Olonne Agglomération,2019,Appart 2P,11.0,43.0,2198.0,816.0
Les Sables d'Olonne Agglomération,2019,Appart 3P,9.4,64.0,1624.0,718.0
Les Sables d'Olonne Agglomération,2019,Ensemble 1P,13.1,29.0,367.0,136.0
Les Sables d'Olonne Agglomération,2019,Ensemble 2P,10.6,44.0,1400.0,475.0
Les Sables d'Olonne Agglomération,2019,Ensemble 3P,9.3,66.0,1714.0,558.0
Pays de Challans,2019,Maison 1-3P,8.3,66.0,3322.0,1222.0
Pays de Challans,2019,Ensemble 4P+,7.3,93.0,1978.0,513.0
Pays de Challans,2019,Maison 4P+,7.4,92.0,3756.0,972.0
Pays de Challans,2019,Appart 1P,11.6,29.0,236.0,180.0
Pays de Challans,2019,Appart 2P,9.8,43.0,1116.0,624.0
Pays de Challans,2019,Appart 3P,8.1,67.0,688.0,338.0
Pays de Challans,2019,Ensemble 1P,11.7,29.0,143.0,99.0
Pays de Challans,2019,Ensemble 2P,9.9,44.0,800.0,391.0
Pays de Challans,2019,Ensemble 3P,8.1,70.0,1739.0,692.0
Pays de Saint Gilles Croix de Vie,2019,Maison 1-3P,8.7,64.0,3750.0,1180.0
Pays de Saint Gilles Croix de Vie,2019,Ensemble 4P+,7.7,88.0,1867.0,398.0
Pays de Saint Gilles Croix de Vie,2019,Maison 4P+,7.7,88.0,3584.0,774.0
Pays de Saint Gilles Croix de Vie,2019,Appart 1P,11.7,29.0,200.0,104.0
Pays de Saint Gilles Croix de Vie,2019,Appart 2P,10.5,42.0,780.0,344.0
Pays de Saint Gilles Croix de Vie,2019,Appart 3P,8.9,64.0,648.0,322.0
Pays de Saint Gilles Croix de Vie,2019,Ensemble 1P,11.8,29.0,133.0,55.0
Pays de Saint Gilles Croix de Vie,2019,Ensemble 2P,10.5,43.0,660.0,261.0
Pays de Saint Gilles Croix de Vie,2019,Ensemble 3P,8.6,67.0,1896.0,659.0
Agglomération de Cap Excellence,2019,Maison 1-3P,9.3,62.0,4104.0,260.0
Agglomération de Cap Excellence,2019,Ensemble 4P+,9.133333333333333,95.66666666666667,7521.0,729.0
Agglomération de Cap Excellence,2019,Maison 4P+,9.925,98.25,5175.0,464.0
Agglomération de Cap Excellence,2019,Appart 1P,14.8,37.0,560.0,272.0
Agglomération de Cap Excellence,2019,Appart 2P,10.625,45.0,1906.0,472.0
Agglomération de Cap Excellence,2019,Appart 3P,9.471428571428572,64.85714285714286,5700.0,928.0
Agglomération de Cap Excellence,2019,Appart 4P+,7.733333333333333,92.66666666666667,3088.0,508.0
Agglomération de Cap Excellence,2019,Ensemble 1P,12.1,39.0,396.0,207.0
Agglomération de Cap Excellence,2019,Ensemble 2P,9.700000000000001,50.0,1692.0,393.0
Agglomération de Cap Excellence,2019,Ensemble 3P,9.683333333333334,67.16666666666667,6498.0,849.0
Agglomération CINOR,2019,Maison 1-3P,9.8,67.0,9890.0,512.0
Agglomération CINOR,2019,Ensemble 4P+,9.716666666666667,102.83333333333333,37841.0,4206.0
Agglomération CINOR,2019,Maison 4P+,9.766666666666667,112.33333333333333,29120.0,1496.0
Agglomération CINOR,2019,Appart 1P,13.766666666666666,26.666666666666668,23335.0,10544.0
Agglomération CINOR,2019,Appart 2P,11.5,46.142857142857146,37635.0,16008.0
Agglomération CINOR,2019,Appart 3P,10.385714285714286,67.57142857142857,36274.0,12744.0
Agglomération CINOR,2019,Appart 4P+,9.685714285714285,90.28571428571429,25657.0,4112.0
Agglomération CINOR,2019,Ensemble 1P,13.8,26.8,15260.0,7926.0
Agglomération CINOR,2019,Ensemble 2P,11.483333333333334,46.5,26338.0,12084.0
Agglomération CINOR,2019,Ensemble 3P,10.283333333333333,68.33333333333333,29750.0,9846.0
Agglomération TCO,2019,Maison 1-3P,10.5,68.75,5786.0,408.0
Agglomération TCO,2019,Ensemble 4P+,10.98,98.8,12823.0,1254.0
Agglomération TCO,2019,Maison 4P+,11.033333333333333,103.33333333333333,14761.0,1000.0
Agglomération TCO,2019,Appart 1P,15.6,30.8,1828.0,512.0
Agglomération TCO,2019,Appart 2P,12.799999999999999,47.5,7329.0,2288.0
Agglomération TCO,2019,Appart 3P,11.350000000000001,67.66666666666667,8444.0,1888.0
Agglomération TCO,2019,Appart 4P+,10.68,88.2,5102.0,672.0
Agglomération TCO,2019,Ensemble 1P,15.75,30.0,1128.0,396.0
Agglomération TCO,2019,Ensemble 2P,12.68,48.2,5485.0,1764.0
Agglomération TCO,2019,Ensemble 3P,11.040000000000001,70.4,8553.0,1662.0
Agglomération CIVIS,2019,Maison 1-3P,8.6,73.0,5838.0,308.0
Agglomération CIVIS,2019,Ensemble 4P+,8.92,100.6,13790.0,867.0
Agglomération CIVIS,2019,Maison 4P+,8.92,101.6,16349.0,604.0
Agglomération CIVIS,2019,Appart 1P,13.033333333333333,30.333333333333332,1405.0,396.0
Agglomération CIVIS,2019,Appart 2P,11.166666666666666,47.333333333333336,5518.0,1376.0
Agglomération CIVIS,2019,Appart 3P,9.633333333333333,67.33333333333333,6706.0,1624.0
Agglomération CIVIS,2019,Appart 4P+,8.64,96.2,3792.0,552.0
Agglomération CIVIS,2019,Ensemble 1P,13.4,29.5,819.0,303.0
Agglomération CIVIS,2019,Ensemble 2P,10.92,49.4,4257.0,1065.0
Agglomération CIVIS,2019,Ensemble 3P,9.033333333333333,72.33333333333333,9150.0,1410.0
Agglomération CIREST,2019,Maison 1-3P,8.98,66.8,4381.0,656.0
Agglomération CIREST,2019,Ensemble 4P+,7.875,96.25,7357.0,531.0
Agglomération CIREST,2019,Maison 4P+,7.875,97.0,10649.0,496.0
Agglomération CIREST,2019,Appart 2P,11.059999999999999,48.8,2286.0,600.0
Agglomération CIREST,2019,Appart 3P,8.879999999999999,70.6,3543.0,584.0
Agglomération CIREST,2019,Appart 4P+,7.6,90.0,2085.0,212.0
Agglomération CIREST,2019,Ensemble 2P,10.025,51.75,1729.0,624.0
Agglomération CIREST,2019,Ensemble 3P,8.95,72.5,4047.0,681.0
Agglomération de Nice-Menton,2020,Maison 1-3P,13.25,60.0,13838.0,1584.0
Agglomération de Nice-Menton,2020,Ensemble 4P+,11.668181818181818,93.77272727272727,71129.0,14172.0
Agglomération de Nice-Menton,2020,Maison 4P+,12.149999999999999,108.0,11312.0,2624.0
Agglomération de Nice-Menton,2020,Appart 1P,17.61111111111111,28.11111111111111,151387.0,46416.0
Agglomération de Nice-Menton,2020,Appart 2P,14.674074074074074,44.81481481481482,288659.0,74280.0
Agglomération de Nice-Menton,2020,Appart 3P,12.822222222222221,64.4074074074074,218110.0,52192.0
Agglomération de Nice-Menton,2020,Appart 4P+,11.456,90.28,71963.0,16272.0
Agglomération de Nice-Menton,2020,Ensemble 1P,17.629166666666666,28.083333333333332,102759.0,34824.0
Agglomération de Nice-Menton,2020,Ensemble 2P,14.7125,44.75,201792.0,56010.0
Agglomération de Nice-Menton,2020,Ensemble 3P,12.883333333333333,64.70833333333333,163416.0,40020.0
Agglomération d'Aix-Marseille,2020,Maison 1-3P,12.587878787878788,61.696969696969695,89052.0,6560.0
Agglomération d'Aix-Marseille,2020,Ensemble 4P+,11.020833333333334,97.54166666666667,188612.0,28950.0
Agglomération d'Aix-Marseille,2020,Maison 4P+,11.5125,113.7,100692.0,9600.0
Agglomération d'Aix-Marseille,2020,Appart 1P,16.643636363636364,27.78181818181818,175746.0,56620.0
Agglomération d'Aix-Marseille,2020,Appart 2P,14.03157894736842,42.68421052631579,372996.0,118330.0
Agglomération d'Aix-Marseille,2020,Appart 3P,11.621052631578946,64.94736842105263,379994.0,108010.0
Agglomération d'Aix-Marseille,2020,Appart 4P+,10.72,88.05454545454545,182224.0,38650.0
Agglomération d'Aix-Marseille,2020,Ensemble 1P,16.720833333333335,27.583333333333332,120406.0,34092.0
Agglomération d'Aix-Marseille,2020,Ensemble 2P,13.954166666666666,42.958333333333336,267662.0,71982.0
Agglomération d'Aix-Marseille,2020,Ensemble 3P,11.6625,65.70833333333333,290456.0,67638.0
Agglomération d'Arles,2020,Maison 1-3P,9.66,65.6,4530.0,670.0
Agglomération d'Arles,2020,Ensemble 4P+,7.95,101.375,5660.0,1230.0
Agglomération d'Arles,2020,Maison 4P+,7.566666666666666,112.0,3620.0,785.0
Agglomération d'Arles,2020,Appart 1P,12.314285714285715,29.571428571428573,1959.0,1245.0
Agglomération d'Arles,2020,Appart 2P,11.766666666666667,43.53333333333333,5333.0,3450.0
Agglomération d'Arles,2020,Appart 3P,9.799999999999999,65.14285714285714,5703.0,2815.0
Agglomération d'Arles,2020,Appart 4P+,8.385714285714286,86.0,2930.0,1265.0
Agglomération d'Arles,2020,Ensemble 1P,12.42,29.6,1406.0,753.0
Agglomération d'Arles,2020,Ensemble 2P,11.612499999999999,44.875,4686.0,2136.0
Agglomération d'Arles,2020,Ensemble 3P,10.0375,67.125,6253.0,2019.0
Agglomération de La Rochelle,2020,Maison 1-3P,11.336363636363636,64.54545454545455,7848.0,1472.0
Agglomération de La Rochelle,2020,Ensemble 4P+,10.03,93.35,14823.0,3372.0
Agglomération de La Rochelle,2020,Maison 4P+,10.073333333333332,96.53333333333333,13919.0,2920.0
Agglomération de La Rochelle,2020,Appart 1P,15.6,26.625,14126.0,4672.0
Agglomération de La Rochelle,2020,Appart 2P,12.882608695652175,42.43478260869565,29194.0,10816.0
Agglomération de La Rochelle,2020,Appart 3P,10.779166666666667,63.958333333333336,17368.0,6088.0
Agglomération de La Rochelle,2020,Appart 4P+,9.7875,85.75,4491.0,1576.0
Agglomération de La Rochelle,2020,Ensemble 1P,15.571428571428571,26.642857142857142,9535.0,3516.0
Agglomération de La Rochelle,2020,Ensemble 2P,12.985714285714286,42.57142857142857,21583.0,8286.0
Agglomération de La Rochelle,2020,Ensemble 3P,10.861904761904762,65.76190476190476,16287.0,5484.0
Agglomération de Besançon,2020,Ensemble 4P+,7.95,90.625,8935.0,2568.0
Agglomération de Besançon,2020,Maison 4P+,8.033333333333333,109.0,1052.0,385.0
Agglomération de Besançon,2020,Appart 1P,12.227777777777778,28.61111111111111,11120.0,4840.0
Agglomération de Besançon,2020,Appart 2P,10.141176470588235,45.88235294117647,19131.0,7190.0
Agglomération de Besançon,2020,Appart 3P,8.729411764705883,65.76470588235294,15700.0,5965.0
Agglomération de Besançon,2020,Appart 4P+,7.84,88.2,11827.0,3895.0
Agglomération de Besançon,2020,Ensemble 1P,12.2125,28.375,7437.0,2907.0
Agglomération de Besançon,2020,Ensemble 2P,10.1125,46.0,12921.0,4320.0
Agglomération de Besançon,2020,Ensemble 3P,8.65,65.875,10695.0,3588.0
Agglomération de Montbéliard,2020,Ensemble 4P+,6.859999999999999,93.8,5016.0,882.0
Agglomération de Montbéliard,2020,Maison 4P+,7.4,103.0,1842.0,248.0
Agglomération de Montbéliard,2020,Appart 3P,7.275,66.0,5714.0,1156.0
Agglomération de Montbéliard,2020,Appart 4P+,6.525,88.5,4423.0,928.0
Agglomération de Montbéliard,2020,Ensemble 1P,9.3,33.0,361.0,198.0
Agglomération de Montbéliard,2020,Ensemble 2P,8.05,50.0,2205.0,636.0
Agglomération de Montbéliard,2020,Ensemble 3P,7.566666666666666,65.33333333333333,3921.0,891.0
Agglomération de Valence-Romans,2020,Maison 1-3P,8.05,68.75,4966.0,520.0
Agglomération de Valence-Romans,2020,Ensemble 4P+,7.475,99.875,23994.0,4293.0
Agglomération de Valence-Romans,2020,Maison 4P+,7.458333333333333,107.5,17666.0,2245.0
Agglomération de Valence-Romans,2020,Appart 1P,11.236363636363636,29.545454545454547,5108.0,2060.0
Agglomération de Valence-Romans,2020,Appart 2P,9.605555555555556,45.72222222222222,20117.0,6240.0
Agglomération de Valence-Romans,2020,Appart 3P,8.076470588235296,66.70588235294117,26991.0,7620.0
Agglomération de Valence-Romans,2020,Appart 4P+,7.24375,90.1875,17193.0,4910.0
Agglomération de Valence-Romans,2020,Ensemble 1P,11.450000000000001,29.166666666666668,3341.0,1248.0
Agglomération de Valence-Romans,2020,Ensemble 2P,9.5,45.875,14301.0,3810.0
Agglomération de Valence-Romans,2020,Ensemble 3P,8.1375,67.375,21252.0,4806.0
Agglomération de Montélimar,2020,Ensemble 4P+,7.6499999999999995,97.33333333333333,6656.0,837.0
Agglomération de Montélimar,2020,Maison 4P+,8.266666666666667,103.33333333333333,5200.0,485.0
Agglomération de Montélimar,2020,Appart 1P,10.8,31.0,887.0,315.0
Agglomération de Montélimar,2020,Appart 2P,9.177777777777777,45.44444444444444,5680.0,1585.0
Agglomération de Montélimar,2020,Appart 3P,7.522222222222222,69.33333333333333,6478.0,1570.0
Agglomération de Montélimar,2020,Appart 4P+,6.883333333333333,94.5,3693.0,910.0
Agglomération de Montélimar,2020,Ensemble 1P,10.8,31.0,485.0,192.0
Agglomération de Montélimar,2020,Ensemble 2P,9.0,46.0,3645.0,960.0
Agglomération de Montélimar,2020,Ensemble 3P,7.816666666666666,70.5,5161.0,1020.0
Agglomération de Brest,2020,Ensemble 4P+,7.128571428571428,97.57142857142857,13686.0,1788.0
Agglomération de Brest,2020,Maison 4P+,7.56,105.2,6731.0,820.0
Agglomération de Brest,2020,Appart 1P,12.13846153846154,26.615384615384617,10856.0,2590.0
Agglomération de Brest,2020,Appart 2P,9.436842105263159,44.578947368421055,25923.0,4860.0
Agglomération de Brest,2020,Appart 3P,7.915384615384616,65.92307692307692,19932.0,3780.0
Agglomération de Brest,2020,Appart 4P+,7.0,89.2,12523.0,2160.0
Agglomération de Brest,2020,Ensemble 1P,12.185714285714285,26.285714285714285,7239.0,1554.0
Agglomération de Brest,2020,Ensemble 2P,9.4125,44.75,17610.0,2934.0
Agglomération de Brest,2020,Ensemble 3P,7.8625,67.125,14164.0,2331.0
Agglomération d'Ajaccio,2020,Ensemble 4P+,9.557142857142859,97.85714285714286,6224.0,1332.0
Agglomération d'Ajaccio,2020,Appart 1P,15.614285714285714,29.428571428571427,2248.0,1168.0
Agglomération d'Ajaccio,2020,Appart 2P,12.899999999999999,48.55555555555556,7576.0,2576.0
Agglomération d'Ajaccio,2020,Appart 3P,10.5875,70.125,12907.0,2992.0
Agglomération d'Ajaccio,2020,Appart 4P+,9.171428571428573,96.0,7863.0,1608.0
Agglomération d'Ajaccio,2020,Ensemble 1P,15.700000000000001,29.5,1492.0,876.0
Agglomération d'Ajaccio,2020,Ensemble 2P,12.9625,48.0,5352.0,1965.0
Agglomération d'Ajaccio,2020,Ensemble 3P,10.614285714285714,70.57142857142857,9147.0,2325.0
Agglomération de Bastia,2020,Ensemble 4P+,8.8,90.0,5418.0,723.0
Agglomération de Bastia,2020,Appart 1P,14.566666666666668,31.0,1184.0,440.0
Agglomération de Bastia,2020,Appart 2P,12.18888888888889,46.888888888888886,6816.0,1512.0
Agglomération de Bastia,2020,Appart 3P,10.125,67.0,11597.0,1720.0
Agglomération de Bastia,2020,Appart 4P+,8.72,86.4,6458.0,824.0
Agglomération de Bastia,2020,Ensemble 1P,14.55,31.0,633.0,330.0
Agglomération de Bastia,2020,Ensemble 2P,12.225,46.5,4935.0,1155.0
Agglomération de Bastia,2020,Ensemble 3P,10.200000000000001,67.28571428571429,8466.0,1335.0
Agglomération de Nîmes,2020,Maison 1-3P,9.208333333333334,66.83333333333333,12726.0,1808.0
Agglomération de Nîmes,2020,Ensemble 4P+,8.31304347826087,95.91304347826087,39420.0,7980.0
Agglomération de Nîmes,2020,Maison 4P+,8.815000000000001,99.35,30613.0,3896.0
Agglomération de Nîmes,2020,Appart 1P,12.494444444444445,28.333333333333332,20081.0,7416.0
Agglomération de Nîmes,2020,Appart 2P,10.545454545454545,44.45454545454545,57671.0,21344.0
Agglomération de Nîmes,2020,Appart 3P,9.072727272727272,65.36363636363636,50863.0,16544.0
Agglomération de Nîmes,2020,Appart 4P+,7.766666666666667,92.19047619047619,26154.0,6744.0
Agglomération de Nîmes,2020,Ensemble 1P,12.6375,28.1875,13799.0,5586.0
Agglomération de Nîmes,2020,Ensemble 2P,10.545,45.05,40575.0,16230.0
Agglomération de Nîmes,2020,Ensemble 3P,8.985714285714286,67.42857142857143,41356.0,13518.0
Agglomération de Toulouse,2020,Maison 1-3P,10.525,61.8125,31399.0,3320.0
Agglomération de Toulouse,2020,Ensemble 4P+,9.166666666666666,96.66666666666667,144253.0,19596.0
Agglomération de Toulouse,2020,Maison 4P+,9.2,99.72,114601.0,9456.0
Agglomération de Toulouse,2020,Appart 1P,14.368,28.24,146854.0,36000.0
Agglomération de Toulouse,2020,Appart 2P,11.459259259259259,43.888888888888886,315955.0,85304.0
Agglomération de Toulouse,2020,Appart 3P,9.762962962962964,65.44444444444444,248853.0,66368.0
Agglomération de Toulouse,2020,Appart 4P+,9.26,92.32,99356.0,16672.0
Agglomération de Toulouse,2020,Ensemble 1P,14.43157894736842,28.210526315789473,98728.0,27048.0
Agglomération de Toulouse,2020,Ensemble 2P,11.547619047619047,43.904761904761905,215737.0,64320.0
Agglomération de Toulouse,2020,Ensemble 3P,9.80952380952381,66.0,185794.0,51876.0
Agglomération de Bordeaux,2020,Maison 1-3P,10.65,66.25,20308.0,1647.0
Agglomération de Bordeaux,2020,Ensemble 4P+,10.0125,98.375,57204.0,6645.0
Agglomération de Bordeaux,2020,Maison 4P+,10.075,103.75,34266.0,2712.0
Agglomération de Bordeaux,2020,Appart 1P,15.678571428571429,27.142857142857142,101896.0,11570.0
Agglomération de Bordeaux,2020,Appart 2P,12.35,44.285714285714285,166354.0,34470.0
Agglomération de Bordeaux,2020,Appart 3P,10.585714285714285,65.78571428571429,109740.0,25280.0
Agglomération de Bordeaux,2020,Appart 4P+,9.957142857142857,90.35714285714286,45878.0,6555.0
Agglomération de Bordeaux,2020,Ensemble 1P,15.6625,27.125,51871.0,6990.0
Agglomération de Bordeaux,2020,Ensemble 2P,12.325,44.875,88425.0,21042.0
Agglomération de Bordeaux,2020,Ensemble 3P,10.5375,67.375,69010.0,16407.0
Agglomération de Montpellier,2020,Maison 1-3P,12.133333333333333,65.66666666666667,6148.0,276.0
Agglomération de Montpellier,2020,Ensemble 4P+,10.585714285714285,98.42857142857143,29978.0,3435.0
Agglomération de Montpellier,2020,Maison 4P+,11.057142857142859,103.71428571428571,18112.0,996.0
Agglomération de Montpellier,2020,Appart 1P,16.677777777777777,26.77777777777778,50830.0,10664.0
Agglomération de Montpellier,2020,Appart 2P,13.333333333333334,42.888888888888886,80037.0,21368.0
Agglomération de Montpellier,2020,Appart 3P,11.088888888888889,66.44444444444444,52619.0,12120.0
Agglomération de Montpellier,2020,Appart 4P+,10.266666666666667,92.44444444444444,25218.0,3584.0
Agglomération de Montpellier,2020,Ensemble 1P,16.7,26.714285714285715,34215.0,8013.0
Agglomération de Montpellier,2020,Ensemble 2P,13.342857142857143,42.714285714285715,54776.0,16053.0
Agglomération de Montpellier,2020,Ensemble 3P,11.242857142857144,67.0,39484.0,9255.0
Agglomération de Sète,2020,Maison 1-3P,10.1,63.333333333333336,3158.0,348.0
Agglomération de Sète,2020,Ensemble 4P+,9.242857142857144,92.42857142857143,8081.0,1515.0
Agglomération de Sète,2020,Maison 4P+,9.950000000000001,96.5,5495.0,932.0
Agglomération de Sète,2020,Appart 1P,13.185714285714285,26.0,2482.0,812.0
Agglomération de Sète,2020,Appart 2P,11.35,43.5,14659.0,4024.0
Agglomération de Sète,2020,Appart 3P,9.833333333333334,65.11111111111111,13290.0,3480.0
Agglomération de Sète,2020,Appart 4P+,8.583333333333334,89.16666666666667,4336.0,1088.0
Agglomération de Sète,2020,Ensemble 1P,13.48,27.0,1664.0,612.0
Agglomération de Sète,2020,Ensemble 2P,11.466666666666667,42.833333333333336,10267.0,3054.0
Agglomération de Sète,2020,Ensemble 3P,9.87142857142857,66.14285714285714,11190.0,2832.0
Agglomération de Rennes,2020,Maison 1-3P,11.0,60.0,3302.0,456.0
Agglomération de Rennes,2020,Ensemble 4P+,9.168421052631578,98.94736842105263,50337.0,10920.0
Agglomération de Rennes,2020,Maison 4P+,9.0625,111.375,23780.0,4832.0
Agglomération de Rennes,2020,Appart 1P,14.75,26.291666666666668,62536.0,18776.0
Agglomération de Rennes,2020,Appart 2P,11.368,43.12,108993.0,35800.0
Agglomération de Rennes,2020,Appart 3P,9.608333333333333,63.458333333333336,88396.0,27568.0
Agglomération de Rennes,2020,Appart 4P+,9.230434782608697,87.78260869565217,40679.0,9728.0
Agglomération de Rennes,2020,Ensemble 1P,14.794444444444444,26.27777777777778,41888.0,14094.0
Agglomération de Rennes,2020,Ensemble 2P,11.463157894736844,43.05263157894737,74187.0,26910.0
Agglomération de Rennes,2020,Ensemble 3P,9.705555555555556,63.55555555555556,62567.0,20946.0
Agglomération de Vitré,2020,Maison 1-3P,6.9,69.0,2172.0,460.0
Agglomération de Vitré,2020,Ensemble 4P+,6.083333333333333,102.0,5983.0,1221.0
Agglomération de Vitré,2020,Maison 4P+,5.8999999999999995,107.66666666666667,5634.0,1288.0
Agglomération de Vitré,2020,Appart 1P,10.7,30.25,448.0,372.0
Agglomération de Vitré,2020,Appart 2P,8.785714285714286,45.142857142857146,3205.0,1248.0
Agglomération de Vitré,2020,Appart 3P,7.366666666666667,65.5,2340.0,840.0
Agglomération de Vitré,2020,Appart 4P+,6.766666666666667,82.66666666666667,790.0,340.0
Agglomération de Vitré,2020,Ensemble 1P,9.95,33.0,258.0,309.0
Agglomération de Vitré,2020,Ensemble 2P,8.76,45.4,2397.0,1005.0
Agglomération de Vitré,2020,Ensemble 3P,7.225,67.25,2554.0,876.0
Agglomération de Saint-Malo,2020,Maison 1-3P,8.7,61.0,1380.0,268.0
Agglomération de Saint-Malo,2020,Ensemble 4P+,7.766666666666666,101.0,3208.0,729.0
Agglomération de Saint-Malo,2020,Maison 4P+,7.566666666666667,104.0,3874.0,732.0
Agglomération de Saint-Malo,2020,Appart 1P,12.966666666666667,27.333333333333332,1004.0,372.0
Agglomération de Saint-Malo,2020,Appart 2P,11.166666666666666,40.5,4919.0,1412.0
Agglomération de Saint-Malo,2020,Appart 3P,9.45,63.833333333333336,4322.0,1164.0
Agglomération de Saint-Malo,2020,Appart 4P+,8.4,90.0,1284.0,240.0
Agglomération de Saint-Malo,2020,Ensemble 1P,13.1,27.0,515.0,285.0
Agglomération de Saint-Malo,2020,Ensemble 2P,10.95,40.75,3140.0,1098.0
Agglomération de Saint-Malo,2020,Ensemble 3P,9.45,63.5,3403.0,1029.0
